Ceremony,Ceremony.Year,AwardCeremony,AwardCategory,Note,FilmID,FilmName,PersonID,PersonName,GeneralizedCategory
13,1941,013-1941,Best Acting,NA,tt0033802,Ladies in Retirement,nm0526946,Ida Lupino,Performance
13,1941,013-1941,Best Acting,NA,tt0033802,Ladies in Retirement,nm0255695,Isobel Elsom,Performance
13,1941,013-1941,Best Acting,NA,tt0033891,Meet John Doe,nm0322299,James Gleason,Performance
13,1941,013-1941,Best Acting,NA,tt0034078,Rage in Heaven,nm0000006,Ingrid Bergman,Performance
13,1941,013-1941,Best Acting,NA,tt0034078,Rage in Heaven,nm0599910,Robert Montgomery,Performance
13,1941,013-1941,Best Acting,NA,tt0034116,Road to Zanzibar,nm0001078,Bing Crosby,Performance
13,1941,013-1941,Best Acting,NA,tt0034167,Sergeant York,nm0000011,Gary Cooper,Performance
13,1941,013-1941,Best Acting,NA,tt0034184,Shining Victory,nm0827263,James Stephenson,Performance
13,1941,013-1941,Best Acting,NA,tt0034248,Suspicion,nm0000021,Joan Fontaine,Performance
13,1941,013-1941,Best Acting,NA,tt0033677,The Great Lie,nm0000802,Mary Astor,Performance
13,1941,013-1941,Best Acting,NA,tt0032701,The Letter,nm0827263,James Stephenson,Performance
13,1941,013-1941,Best Acting,NA,tt0033836,The Little Foxes,nm0000012,Bette Davis,Performance
13,1941,013-1941,Best Acting,NA,tt0033836,The Little Foxes,nm0172048,Patricia Collinge,Performance
13,1941,013-1941,Best Acting,NA,tt0033870,The Maltese Falcon,nm0000007,Humphrey Bogart,Performance
13,1941,013-1941,Best Acting,NA,tt0033870,The Maltese Falcon,nm0000802,Mary Astor,Performance
13,1941,013-1941,Best Acting,NA,tt0034299,"Tom, Dick and Harry",nm0001677,Ginger Rogers,Performance
13,1941,013-1941,Best Acting,NA,tt0034328,Two-Faced Woman,nm0001256,Greta Garbo,Performance
13,1941,013-1941,Best Documentary,NA,tt0121791,Target for Tonight,NA,NA,Documentary
13,1941,013-1941,Best Film,NA,tt0033467,Citizen Kane,NA,NA,Top Films
13,1941,013-1941,Best Foreign Language Film,NA,tt0029453,Pépé le Moko,NA,NA,International
13,1941,013-1941,Top Ten Films,NA,tt0033467,Citizen Kane,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0033563,Dumbo,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0033712,Here Comes Mr. Jordan,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0033717,High Sierra,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0033729,How Green Was My Valley,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0034116,Road to Zanzibar,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0033804,The Lady Eve,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0033836,The Little Foxes,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0031976,The Stars Look Down,NA,NA,Top Films
13,1941,013-1941,Top Ten Films,NA,tt0034299,"Tom, Dick and Harry",NA,NA,Top Films
14,1942,014-1942,Best Acting,NA,tt0033627,49th Parallel,nm0906932,Anton Walbrook,Performance
14,1942,014-1942,Best Acting,NA,tt0033627,49th Parallel,nm0424318,Glynis Johns,Performance
14,1942,014-1942,Best Acting,NA,tt0034428,Across the Pacific,nm0002113,Sydney Greenstreet,Performance
14,1942,014-1942,Best Acting,NA,tt0034746,For Me and My Gal,nm0000037,Gene Kelly,Performance
14,1942,014-1942,Best Acting,NA,tt0033686,"H.M. Pulham, Esq.",nm0002013,Charles Coburn,Performance
14,1942,014-1942,Best Acting,NA,tt0033686,"H.M. Pulham, Esq.",nm0001870,Robert Young,Performance
14,1942,014-1942,Best Acting,NA,tt0034890,In This Our Life,nm0002013,Charles Coburn,Performance
14,1942,014-1942,Best Acting,NA,tt0034890,In This Our Life,nm0026695,Ernest Anderson,Performance
14,1942,014-1942,Best Acting,NA,tt0034890,In This Our Life,nm0567408,Hattie McDaniel,Performance
14,1942,014-1942,Best Acting,NA,tt0034891,In Which We Serve,nm0587061,Bernard Miles,Performance
14,1942,014-1942,Best Acting,NA,tt0034891,In Which We Serve,nm0590055,John Mills,Performance
14,1942,014-1942,Best Acting,NA,tt0034920,"Joe Smith, American",nm0001870,Robert Young,Performance
14,1942,014-1942,Best Acting,NA,tt0034923,Journey for Margaret,nm0639684,Margaret O'Brien,Performance
14,1942,014-1942,Best Acting,NA,tt0034923,Journey for Margaret,nm0001870,Robert Young,Performance
14,1942,014-1942,Best Acting,NA,tt0034923,Journey for Margaret,nm0786360,William Severn,Performance
14,1942,014-1942,Best Acting,NA,tt0034946,Kings Row,nm0792130,Ann Sheridan,Performance
14,1942,014-1942,Best Acting,NA,tt0034946,Kings Row,nm0002013,Charles Coburn,Performance
14,1942,014-1942,Best Acting,NA,tt0035082,Moontide,nm0526946,Ida Lupino,Performance
14,1942,014-1942,Best Acting,NA,tt0035082,Moontide,nm0593775,Thomas Mitchell,Performance
14,1942,014-1942,Best Acting,NA,tt0035093,Mrs. Miniver,nm0002093,Greer Garson,Performance
14,1942,014-1942,Best Acting,NA,tt0035093,Mrs. Miniver,nm0942863,Teresa Wright,Performance
14,1942,014-1942,Best Acting,NA,tt0035153,One of Our Aircraft Is Missing,nm0936727,Googie Withers,Performance
14,1942,014-1942,Best Acting,NA,tt0035238,Random Harvest,nm0002093,Greer Garson,Performance
14,1942,014-1942,Best Acting,NA,tt0035238,Random Harvest,nm0676688,Susan Peters,Performance
14,1942,014-1942,Best Acting,NA,tt0035272,Roxie Hart,nm0001677,Ginger Rogers,Performance
14,1942,014-1942,Best Acting,NA,tt0035415,Tales of Manhattan,nm0000064,Edward G. Robinson,Performance
14,1942,014-1942,Best Acting,NA,tt0035015,The Magnificent Ambersons,nm0001547,Agnes Moorehead,Performance
14,1942,014-1942,Best Acting,NA,tt0035015,The Magnificent Ambersons,nm0392529,Tim Holt,Performance
14,1942,014-1942,Best Acting,NA,tt0035019,The Major and the Minor,nm0528658,Diana Lynn,Performance
14,1942,014-1942,Best Acting,NA,tt0035019,The Major and the Minor,nm0001677,Ginger Rogers,Performance
14,1942,014-1942,Best Acting,NA,tt0035020,The Male Animal,nm0007217,Jack Carson,Performance
14,1942,014-1942,Best Acting,NA,tt0035078,The Moon and Sixpence,nm0060904,Florence Bates,Performance
14,1942,014-1942,Best Acting,NA,tt0035078,The Moon and Sixpence,nm0001695,George Sanders,Performance
14,1942,014-1942,Best Acting,NA,tt0035169,The Palm Beach Story,nm0884964,Rudy Vallee,Performance
14,1942,014-1942,Best Acting,NA,tt0035189,The Pied Piper,nm0941253,Monty Woolley,Performance
14,1942,014-1942,Best Acting,NA,tt0035247,The Remarkable Andrew,nm0000034,William Holden,Performance
14,1942,014-1942,Best Acting,NA,tt0035575,Yankee Doodle Dandy,nm0000010,James Cagney,Performance
14,1942,014-1942,Best Documentary,NA,tt0035085,Moscow Strikes Back,NA,NA,Documentary
14,1942,014-1942,Best Film,NA,tt0034891,In Which We Serve,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0034891,In Which We Serve,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0034923,Journey for Margaret,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035093,Mrs. Miniver,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035153,One of Our Aircraft Is Missing,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0034240,Sullivan's Travels,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035019,The Major and the Minor,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035020,The Male Animal,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035078,The Moon and Sixpence,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035189,The Pied Piper,NA,NA,Top Films
14,1942,014-1942,Top Ten Films,NA,tt0035530,Wake Island,NA,NA,Top Films
15,1943,015-1943,Best Actor,NA,tt0035970,Happy Land,nm0604702,Harry Morgan,Performance
15,1943,015-1943,Best Actor,NA,tt0035769,The Cross of Lorraine,nm0362567,Cedric Hardwicke,Performance
15,1943,015-1943,Best Actor,NA,tt0036170,The Moon Is Down,nm0362567,Cedric Hardwicke,Performance
15,1943,015-1943,Best Actor,NA,tt0036244,The Ox-Bow Incident,nm0604702,Harry Morgan,Performance
15,1943,015-1943,Best Actor,NA,tt0036515,Watch on the Rhine,nm0510134,Paul Lukas,Performance
15,1943,015-1943,Best Actress,NA,tt0035896,For Whom the Bell Tolls,nm0668093,Katina Paxinou,Performance
15,1943,015-1943,Best Actress,NA,tt0036009,Holy Matrimony,nm0276247,Gracie Fields,Performance
15,1943,015-1943,Best Actress,NA,tt0036342,Shadow of a Doubt,nm0942863,Teresa Wright,Performance
15,1943,015-1943,Best Director,NA,tt0035664,Bataan,nm0307819,Tay Garnett,Director
15,1943,015-1943,Best Director,NA,tt0034583,Casablanca,nm0002031,Michael Curtiz,Director
15,1943,015-1943,Best Director,NA,tt0035769,The Cross of Lorraine,nm0307819,Tay Garnett,Director
15,1943,015-1943,Best Director,NA,tt0036244,The Ox-Bow Incident,nm0920074,William A. Wellman,Director
15,1943,015-1943,Best Director,NA,tt0036430,This Is the Army,nm0002031,Michael Curtiz,Director
15,1943,015-1943,Best Documentary,NA,tt0035796,Desert Victory,NA,NA,Documentary
15,1943,015-1943,Best Documentary,NA,tt0036326,Saludos Amigos,NA,NA,Documentary
15,1943,015-1943,Best Documentary,NA,tt0036629,The Battle of Russia,NA,NA,Documentary
15,1943,015-1943,Best Documentary,NA,tt0139612,The Silent Village,NA,NA,Documentary
15,1943,015-1943,Best Documentary,NA,tt0035209,Why We Fight,NA,NA,Documentary
15,1943,015-1943,Best Film,NA,tt0036244,The Ox-Bow Incident,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0035616,Air Force,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0035664,Bataan,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0034583,Casablanca,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0036009,Holy Matrimony,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0036098,Lassie Come Home,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0034828,The Hard Way,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0036170,The Moon Is Down,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0035121,The Next of Kin,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0036244,The Ox-Bow Incident,NA,NA,Top Films
15,1943,015-1943,Top Ten Films,NA,tt0036515,Watch on the Rhine,NA,NA,Top Films
16,1944,016-1944,Best Acting,NA,tt0036855,Gaslight,nm0000006,Ingrid Bergman,Performance
16,1944,016-1944,Best Acting,NA,tt0036872,Going My Way,nm0280178,Barry Fitzgerald,Performance
16,1944,016-1944,Best Acting,NA,tt0036872,Going My Way,nm0001078,Bing Crosby,Performance
16,1944,016-1944,Best Acting,NA,tt0036891,Hail the Conquering Hero,nm0102787,Eddie Bracken,Performance
16,1944,016-1944,Best Acting,NA,tt0036891,Hail the Conquering Hero,nm0659427,Franklin Pangborn,Performance
16,1944,016-1944,Best Acting,NA,tt0037059,Meet Me in St. Louis,nm0639684,Margaret O'Brien,Performance
16,1944,016-1944,Best Acting,NA,tt0037135,None But the Lonely Heart,nm0000856,Ethel Barrymore,Performance
16,1944,016-1944,Best Acting,NA,tt0037135,None But the Lonely Heart,nm0243454,June Duprez,Performance
16,1944,016-1944,Best Acting,NA,tt0037077,The Miracle of Morgan's Creek,nm0002149,Betty Hutton,Performance
16,1944,016-1944,Best Acting,NA,tt0037382,To Have and Have Not,nm0000007,Humphrey Bogart,Performance
16,1944,016-1944,Best Documentary,NA,tt0185893,Attack! Battle of New Britain,NA,NA,Documentary
16,1944,016-1944,Best Documentary,NA,tt0185911,The Battle for the Marianas,NA,NA,Documentary
16,1944,016-1944,Best Documentary,NA,tt0036152,The Memphis Belle: A Story of a Flying Fortress,NA,NA,Documentary
16,1944,016-1944,Best Documentary,NA,tt0037404,Tunisian Victory,NA,NA,Documentary
16,1944,016-1944,Best Documentary,NA,tt0037468,With the Marines at Tarawa,NA,NA,Documentary
16,1944,016-1944,Best Film,NA,tt0037135,None But the Lonely Heart,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0036872,Going My Way,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0036891,Hail the Conquering Hero,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0037017,Lifeboat,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0037059,Meet Me in St. Louis,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0037135,None But the Lonely Heart,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0037077,The Miracle of Morgan's Creek,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0036377,The Song of Bernadette,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0037366,Thirty Seconds Over Tokyo,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0035440,Thunder Rock,NA,NA,Top Films
16,1944,016-1944,Top Ten Films,NA,tt0037465,Wilson,NA,NA,Top Films
17,1945,017-1945,Best Actor,NA,tt0037884,The Lost Weekend,nm0001537,Ray Milland,Performance
17,1945,017-1945,Best Actress,NA,tt0037913,Mildred Pierce,nm0001076,Joan Crawford,Performance
17,1945,017-1945,Best Director,NA,tt0038107,The Southerner,nm0719756,Jean Renoir,Director
17,1945,017-1945,Best Film,NA,tt0038192,The True Glory,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0038190,A Tree Grows in Brooklyn,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0038120,Story of G.I. Joe,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0037604,The Clock,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0036823,The Fighting Lady,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0037871,The Last Chance,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0036112,The Life and Death of Colonel Blimp,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0037884,The Lost Weekend,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0038107,The Southerner,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0038192,The True Glory,NA,NA,Top Films
17,1945,017-1945,Top Ten Films,NA,tt0037449,The Way Ahead,NA,NA,Top Films
18,1946,018-1946,Best Actor,NA,tt0036910,Henry V,nm0000059,Laurence Olivier,Performance
18,1946,018-1946,Best Actress,NA,tt0038890,"Rome, Open City",nm0536167,Anna Magnani,Performance
18,1946,018-1946,Best Director,NA,tt0036868,The Best Years of Our Lives,nm0943758,William Wyler,Director
18,1946,018-1946,Best Film,NA,tt0036910,Henry V,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0038235,A Walk in the Sun,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0038303,Anna and the King of Siam,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0037558,Brief Encounter,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0036910,Henry V,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0035951,It Happened at the Inn,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0038762,My Darling Clementine,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0038890,"Rome, Open City",NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0036868,The Best Years of Our Lives,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0038477,The Diary of a Chambermaid,NA,NA,Top Films
18,1946,018-1946,Top Ten Films,NA,tt0038669,The Killers,NA,NA,Top Films
19,1947,019-1947,Best Actor,NA,tt0039636,Mourning Becomes Electra,nm0714878,Michael Redgrave,Performance
19,1947,019-1947,Best Actress,NA,tt0037367,This Happy Breed,nm0424743,Celia Johnson,Performance
19,1947,019-1947,Best Director,NA,tt0039208,Boomerang!,nm0001415,Elia Kazan,Director
19,1947,019-1947,Best Director,NA,tt0039416,Gentleman's Agreement,nm0001415,Elia Kazan,Director
19,1947,019-1947,Best Film,NA,tt0039631,Monsieur Verdoux,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0039208,Boomerang!,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0039286,Crossfire,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0039416,Gentleman's Agreement,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0038574,Great Expectations,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0038650,It's a Wonderful Life,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0039631,Monsieur Verdoux,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0039677,Odd Man Out,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0038913,Shoeshine,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0038821,The Overlanders,NA,NA,Top Films
19,1947,019-1947,Top Ten Films,NA,tt0039966,To Live in Peace,NA,NA,Top Films
20,1948,020-1948,Best Actor,NA,tt0040897,The Treasure of the Sierra Madre,nm0404158,Walter Huston,Performance
20,1948,020-1948,Best Actress,NA,tt0040806,The Snake Pit,nm0000014,Olivia de Havilland,Performance
20,1948,020-1948,Best Director,NA,tt0038823,Paisan,nm0744023,Roberto Rossellini,Director
20,1948,020-1948,Best Film,NA,tt0038823,Paisan,NA,NA,Top Films
20,1948,020-1948,Best Screenplay,NA,tt0040897,The Treasure of the Sierra Madre,nm0001379,John Huston,Writing
20,1948,020-1948,Top Ten Films,NA,tt0036506,Day of Wrath,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040416,Hamlet,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040491,Joan of Arc,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040495,Johnny Belinda,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040550,Louisiana Story,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0038823,Paisan,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040725,The Red Shoes,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040765,The Search,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040806,The Snake Pit,NA,NA,Top Films
20,1948,020-1948,Top Ten Films,NA,tt0040897,The Treasure of the Sierra Madre,NA,NA,Top Films
21,1949,021-1949,Best Actor,NA,tt0040338,The Fallen Idol,nm0724732,Ralph Richardson,Performance
21,1949,021-1949,Best Actor,NA,tt0041452,The Heiress,nm0724732,Ralph Richardson,Performance
21,1949,021-1949,Best Director,NA,tt0040522,Bicycle Thieves,nm0001120,Vittorio De Sica,Director
21,1949,021-1949,Best Film,NA,tt0040522,Bicycle Thieves,NA,NA,Top Films
21,1949,021-1949,Best Screenplay,NA,tt0040338,The Fallen Idol,nm0001294,Graham Greene,Writing
21,1949,021-1949,Top Ten Films,NA,tt0041587,A Letter to Three Wives,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0040522,Bicycle Thieves,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0038476,Devil in the Flesh,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0039417,Germany Year Zero,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0041481,Home of the Brave,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0041513,Intruder in the Dust,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0040335,Quartet,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0040338,The Fallen Idol,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0041452,The Heiress,NA,NA,Top Films
21,1949,021-1949,Top Ten Films,NA,tt0040717,The Quiet One,NA,NA,Top Films
22,1950,022-1950,Best Actor,NA,tt0041546,Kind Hearts and Coronets,nm0000027,Alec Guinness,Performance
22,1950,022-1950,Best Actress,NA,tt0043014,Sunset Blvd.,nm0841797,Gloria Swanson,Performance
22,1950,022-1950,Best Director,NA,tt0042208,The Asphalt Jungle,nm0001379,John Huston,Director
22,1950,022-1950,Best Film,NA,tt0043014,Sunset Blvd.,NA,NA,Top Films
22,1950,022-1950,Best Foreign Language Film,NA,tt0043050,The Titan: Story of Michelangelo,NA,NA,International
22,1950,022-1950,Top Foreign Films,NA,tt0041546,Kind Hearts and Coronets,NA,NA,International
22,1950,022-1950,Top Foreign Films,NA,tt0040683,Paris mil neuf cent,NA,NA,International
22,1950,022-1950,Top Foreign Films,NA,tt0041959,The Third Man,NA,NA,International
22,1950,022-1950,Top Foreign Films,NA,tt0043050,The Titan: Story of Michelangelo,NA,NA,International
22,1950,022-1950,Top Foreign Films,NA,tt0042040,Whisky Galore!,NA,NA,International
22,1950,022-1950,Top Ten Films,NA,tt0042192,All About Eve,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042367,Cyrano de Bergerac,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042428,Edge of Doom,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042792,No Way Out,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042832,Panic in the Streets,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042994,Stage Fright,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0043014,Sunset Blvd.,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042208,The Asphalt Jungle,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0042727,The Men,NA,NA,Top Films
22,1950,022-1950,Top Ten Films,NA,tt0041996,Twelve O'Clock High,NA,NA,Top Films
23,1951,023-1951,Best Actor,NA,tt0043560,Fourteen Hours,nm0000865,Richard Basehart,Performance
23,1951,023-1951,Best Actress,NA,tt0043338,Ace in the Hole,nm0012443,Jan Sterling,Performance
23,1951,023-1951,Best Director,NA,tt0042876,Rashomon,nm0000041,Akira Kurosawa,Director
23,1951,023-1951,Best Film,NA,tt0043924,A Place in the Sun,NA,NA,Top Films
23,1951,023-1951,Best Foreign Language Film,NA,tt0042876,Rashomon,NA,NA,International
